customer_id,age,country_risk,monthly_txn_count,monthly_txn_volume,unusual_txn_flag,product_risk_score,pep_flag,adverse_media_flag,high_risk_jurisdiction,risk_score,risk_class
327,33,Low,27,125.8,0,2,0,0,0,0.0,Low
328,30,Low,23,1141.84,0,1,0,0,0,0.04276271292061138,Low
329,47,Low,30,708.29,0,1,0,0,0,0.11165102770938345,Low
330,36,Medium,21,842.18,0,1,0,0,0,0.14754674656569366,Low
331,34,Low,18,1006.56,0,3,0,0,0,0.0,Low
332,80,Low,21,556.94,0,1,0,0,0,0.1115214892367164,Low
333,36,Low,13,471.84,0,2,1,0,0,0.14275463176496886,Low
334,75,Low,23,1260.39,0,1,0,0,0,0.2505650231300081,Medium
335,72,Low,27,295.69,0,2,0,0,0,0.0,Low
336,79,Low,17,374.46,0,3,0,0,0,0.0,Low
337,40,Low,19,447.34,0,1,0,0,0,0.0,Low
338,26,Low,21,1613.95,0,1,0,0,0,0.044613701976615995,Low
339,29,Medium,23,1934.66,0,1,0,0,0,0.0,Low
340,18,Medium,13,443.89,0,3,0,0,0,0.13271355376675162,Low
341,75,Low,25,380.76,0,1,0,0,0,0.0,Low
342,18,Low,28,913.93,0,1,0,0,0,0.19566679126604775,Low
343,51,Low,22,707.51,0,1,0,0,0,0.0,Low
344,65,Low,17,1480.23,0,1,0,0,0,0.019807017429376145,Low
345,18,Low,14,1190.71,0,1,0,0,0,0.08308245231002619,Low
346,33,Low,20,2513.18,0,3,0,0,0,0.09933252881125638,Low
347,78,Medium,20,396.35,0,1,0,0,0,0.0,Low
348,81,Low,24,1464.8,0,1,0,0,0,0.0,Low
349,80,Low,24,615.96,0,2,0,0,0,0.0,Low
350,39,Low,19,360.64,0,1,0,0,0,0.1749985293516585,Low
351,84,Low,21,607.63,0,1,0,0,0,0.3138417172190279,Medium
352,43,Low,13,659.59,0,2,0,0,0,0.0,Low
353,33,High,15,1818.03,0,1,0,1,1,0.48930193903271996,Medium
354,68,Low,19,201.46,0,1,0,0,0,0.0,Low
355,74,Low,22,455.12,0,1,0,0,0,0.0,Low
356,46,Low,20,882.48,0,1,0,0,0,0.0,Low
357,64,Low,14,339.75,0,1,0,0,0,0.0,Low
358,79,Low,18,2352.06,0,3,0,0,0,0.24945131997412184,Medium
359,33,Low,28,2596.68,0,1,0,0,0,0.1720304509480268,Low
360,65,Low,14,830.59,0,2,0,0,0,0.03650876700852953,Low
361,56,Medium,18,1263.34,0,1,0,0,0,0.0,Low
362,50,Low,21,2102.94,0,3,0,0,0,0.133875656173704,Low
363,40,Low,25,745.51,0,2,0,0,0,0.0,Low
364,27,Low,16,1211.21,0,2,0,0,0,0.035756252777419825,Low
365,51,Medium,21,302.79,0,1,0,1,0,0.10921929034269995,Low
366,69,Low,16,131.35,0,1,0,0,0,0.3515243362615129,Medium
367,27,Low,19,1585.17,0,1,0,0,0,0.0,Low
368,36,Low,23,781.57,0,2,0,1,0,0.1591670625853057,Low
369,75,Low,21,2546.15,0,2,0,0,0,0.0,Low
370,18,Low,20,517.33,0,1,0,0,0,0.11281598585290473,Low
371,21,Medium,16,279.77,0,3,0,0,0,0.11247512104369713,Low
372,33,Low,26,1479.42,0,3,0,0,0,0.0,Low
373,41,Low,25,2411.72,0,1,0,0,0,0.0,Low
374,19,Low,18,305.83,0,1,0,0,0,0.0,Low
375,49,Medium,19,392.06,0,2,0,0,0,0.0,Low
376,41,Low,19,2048.74,0,1,0,0,0,0.009614956510983734,Low
377,29,Low,20,3074.58,0,2,0,0,0,0.24296492989561047,Medium
378,67,Low,26,1218.37,0,2,0,0,0,0.09920219600441324,Low
379,52,Low,21,480.03,0,1,0,0,0,0.11387493041399069,Low
380,50,Low,23,1928.44,0,1,0,0,0,0.0,Low
381,50,Low,27,669.8,0,1,0,0,0,0.39653450761643405,Medium
382,78,Low,16,492.83,0,3,0,0,0,0.017480010854746528,Low
383,68,Low,26,554.77,0,1,0,0,0,0.10884176572851197,Low
384,60,Low,15,1348.95,0,1,0,0,0,0.16479513498985876,Low
385,29,Low,16,865.16,0,2,0,0,0,0.0,Low
386,84,Low,19,1169.72,0,1,0,0,0,0.03111930440731811,Low
387,82,Medium,19,1508.46,0,1,0,0,0,0.0,Low
388,50,High,24,697.86,0,1,0,0,1,0.4027002385885579,Medium
389,57,High,23,1642.71,0,1,0,0,1,0.6195169464636061,High
390,60,Medium,30,841.36,0,1,0,0,0,0.17458751524067678,Low
391,61,Low,26,561.59,0,1,0,1,0,0.303133018774323,Medium
392,46,Low,23,223.75,0,3,0,0,0,0.13654553945654285,Low
393,30,Low,15,674.92,0,1,0,0,0,0.0,Low
394,29,Low,13,2192.52,0,1,0,0,0,0.1422242780233749,Low
395,63,Low,22,1455.44,0,1,0,0,0,0.0,Low
396,19,Low,22,1164.32,0,1,0,0,0,0.0,Low
397,52,Medium,21,330.86,0,1,0,0,0,0.2748669063316303,Medium
398,25,Low,29,546.7,0,1,0,0,0,0.0,Low
399,43,Low,34,1317.98,0,3,0,0,0,0.15814281280348577,Low
400,51,Medium,17,1552.73,0,1,0,0,0,0.0,Low
401,24,Low,22,1478.69,0,1,0,0,0,0.0,Low
402,75,Low,20,1007.49,0,1,0,0,0,0.0,Low
403,46,Medium,23,436.48,0,1,0,0,0,0.0,Low
404,53,Low,18,1555.29,0,1,0,0,0,0.1133037033845726,Low
405,38,Low,15,543.43,0,1,0,0,0,0.0,Low
406,53,Low,18,1570.05,0,1,0,1,0,0.382830128212135,Medium
407,27,Low,24,676.03,0,1,0,0,0,0.03499930887286318,Low
408,41,Medium,18,2461.72,0,1,0,0,0,0.0,Low
409,81,Low,24,621.11,0,1,0,0,0,0.10046965237977683,Low
410,66,Low,16,611.6,0,1,0,0,0,0.0,Low
411,53,Low,15,787.51,0,1,0,0,0,0.0,Low
412,41,Low,16,442.12,0,3,0,0,0,0.0,Low
