customer_id,age,monthly_txn_count,monthly_txn_volume,unusual_txn_flag,product_risk_score,pep_flag,adverse_media_flag,high_risk_jurisdiction,risk_score,risk_class,country_risk_Low,country_risk_Medium,txn_intensity,high_volume_flag,pep_high_risk_interaction,media_pep_combo,behavioural_risk_score
35,0.25819473808963606,-1.3637976532177818,2.006427082849925,0,1,0,0,0,0.0,Low,1.0,0.0,2.9201893277191298,0,0,0,0.0
36,-0.8293989354134648,-0.9174265429445578,2.530036339817332,0,1,0,0,0,0.0,Low,0.0,1.0,2.9931195659563943,0,0,0,0.0
37,-1.554461384415532,0.1985012327385024,-0.5691197346205044,0,1,0,0,0,0.0,Low,1.0,0.0,-0.5932472791810438,0,0,0,0.0
38,1.3457884115927368,-0.4710554326713337,0.16260838298066338,0,1,0,0,1,0.4,Medium,0.0,0.0,0.23285176299628124,0,0,0,0.0
39,-1.036559635128341,0.42168678787511443,-1.1052005866974883,0,1,0,0,0,0.0,Low,1.0,0.0,-1.055972345087816,0,0,0,0.0
40,-1.2955105097719366,0.42168678787511443,-1.1842673923865137,0,1,0,0,1,0.4,Medium,0.0,0.0,-1.1196347836503509,0,0,0,0.0
41,0.9832571870917033,-0.024684322398109648,-0.4028647560986183,0,1,0,0,0,0.0,Low,0.0,1.0,-0.41258628260600744,0,0,0,0.0
42,-1.65804173427297,-0.024684322398109648,-0.9924618866242836,0,1,0,0,0,0.0,Low,1.0,0.0,-0.9325259822704488,0,0,0,0.0
43,1.3457884115927368,0.8680578981483386,-0.6349946152445869,0,1,0,0,0,0.0,Low,1.0,0.0,-0.7278458106389385,0,0,0,0.0
44,0.5171456127332315,-0.2478698775347217,0.05321709858239584,0,1,0,0,1,0.4,Medium,0.0,0.0,0.0545056269882142,0,0,0,0.0
45,-1.3473006847006557,-1.3637976532177818,1.5555852754912805,0,1,0,0,0,0.0,Low,0.0,1.0,2.3635808259319377,0,0,0,0.0
46,0.6725161375193888,1.3144290084215626,0.19368143987881553,0,3,0,0,0,0.0,Low,1.0,0.0,-0.20246031778484513,0,0,0,0.0
47,0.051034038374759706,0.6448723430117265,-0.5618458144829823,0,1,0,1,0,0.2,Low,1.0,0.0,-0.6472186627649246,0,0,1,0.0
48,0.1028242133034788,-0.6942409878079457,2.67752036714938,0,1,0,0,0,0.0,Low,1.0,0.0,2.9058904877609377,0,0,0,0.0
49,0.827886662305546,-1.3637976532177818,-0.1335037251419549,0,2,0,0,0,0.0,Low,1.0,0.0,0.27823451890723433,0,0,0,0.0
50,-1.554461384415532,1.0912434532849506,0.9385167378442945,0,1,0,0,0,0.0,Low,1.0,0.0,0.37059281871036304,0,0,0,0.0
51,-1.65804173427297,0.1985012327385024,1.0779358944995945,0,2,0,0,0,0.0,Low,1.0,0.0,0.7931972530068802,0,0,0,0.0
52,-1.4508810345580938,-2.033354318627618,-0.2704652854789464,0,3,0,0,0,0.0,Low,0.0,1.0,0.46349168441434996,0,0,0,0.0
53,1.0350473620204224,1.3144290084215626,-1.3354095659624803,0,1,1,0,0,0.3,Medium,1.0,0.0,-1.2512453534988386,0,0,1,0.0
54,-1.554461384415532,-1.810168763491006,-0.711462583447585,0,2,0,0,0,0.0,Low,0.0,1.0,-0.30101336569556464,0,0,0,0.0
55,1.0350473620204224,-0.4710554326713337,-0.6828753711012849,0,1,0,0,0,0.0,Low,1.0,0.0,-0.591226727444041,0,0,0,0.0
56,1.5011589363788942,1.0912434532849506,-0.2395899662156006,0,1,0,0,0,0.0,Low,1.0,0.0,-0.4685351407779881,0,0,0,0.0
57,-0.8293989354134648,1.7608001186947866,-0.42660739639216105,0,1,0,0,0,0.0,Low,1.0,0.0,-0.6748294641665327,0,0,0,0.0
58,0.5171456127332315,0.6448723430117265,-0.38392431550751743,0,1,0,0,0,0.0,Low,1.0,0.0,-0.5099301818553603,0,0,0,0.0
59,-0.0007561365539593763,-0.2478698775347217,-0.18296638207710436,0,1,0,0,0,0.0,Low,1.0,0.0,-0.1641881551284546,0,0,0,0.0
60,1.4493687614501751,1.5376145635581746,-0.0068951423987566205,0,1,0,0,0,0.0,Low,1.0,0.0,-0.374612773614249,0,0,0,0.0
61,-1.036559635128341,-0.6942409878079457,-1.1691545874405944,0,2,0,0,0,0.0,Low,1.0,0.0,-1.0516912855457203,0,0,0,0.0
62,0.7243063124481078,-0.6942409878079457,-0.02442317131266893,0,1,0,0,0,0.0,Low,1.0,0.0,0.12604487393758046,0,0,0,0.0
63,-0.984769460199622,0.1985012327385024,0.5418550424226104,0,1,0,0,0,0.0,Low,1.0,0.0,0.34193965549037136,0,0,0,0.0
64,1.4493687614501751,-2.033354318627618,2.715245883047091,0,1,0,0,0,0.0,Low,1.0,0.0,5.0711838758811565,0,0,0,0.0
65,0.3099849130183551,0.6448723430117265,-0.06099050963508525,0,1,0,0,0,0.0,Low,0.0,1.0,-0.2607467391693022,0,0,0,0.0
66,0.9832571870917033,-0.2478698775347217,0.8389417146024887,0,1,0,0,0,0.0,Low,0.0,1.0,0.782046297909772,0,0,0,0.0
67,-0.5186578858411502,-0.4710554326713337,0.4202746452502043,0,2,0,0,0,0.0,Low,1.0,0.0,0.4839946423518352,0,0,0,0.0
68,-0.41507753598371205,-2.033354318627618,-0.7806566315130611,0,1,0,0,0,0.0,Low,1.0,0.0,-0.3238599877957439,0,0,0,0.0
69,1.3457884115927368,1.3144290084215626,0.003740317530474511,0,1,0,0,0,0.0,Low,1.0,0.0,-0.3327386374039302,0,0,0,0.0
70,0.36177508794707425,-1.1406120980811698,1.81069507262511,0,1,0,0,1,0.4,Medium,0.0,0.0,2.429364208544475,0,0,0,0.0
71,-0.2597070111975548,0.6448723430117265,1.6998490041993384,0,1,0,0,0,0.0,Low,1.0,0.0,1.0979591135348699,0,0,0,0.0
72,-0.984769460199622,0.6448723430117265,1.696995932611417,0,1,0,0,0,0.0,Low,1.0,0.0,1.0957576153095996,0,0,0,0.0
73,0.5689357876619505,0.6448723430117265,4.85023325016881,0,1,0,0,0,0.0,Low,1.0,0.0,3.5288708914882143,0,0,0,0.0
74,1.6047392862363323,1.0912434532849506,0.5238044211881384,0,1,0,0,0,0.0,Low,1.0,0.0,0.07520641707872013,0,0,0,0.0
75,-1.2955105097719366,-1.3637976532177818,-0.5460550519320122,0,1,0,0,0,0.0,Low,1.0,0.0,-0.23110062296939765,0,0,0,0.0
76,-1.7098319092016891,1.7608001186947866,0.5557390492093756,0,2,0,0,0,0.0,Low,0.0,1.0,-0.04751746799397301,0,0,0,0.0
77,-1.3473006847006557,1.0912434532849506,-0.8577601849707941,0,2,0,0,0,0.0,Low,1.0,0.0,-0.9088381392185615,0,0,0,0.0
78,1.5011589363788942,-1.1406120980811698,0.32714021925637904,0,1,0,0,0,0.0,Low,1.0,0.0,0.7122446361108133,0,0,0,0.0
79,-1.1919301599144982,-0.4710554326713337,-0.8859519220474813,0,2,0,0,0,0.0,Low,1.0,0.0,-0.7891619529757053,0,0,0,0.0
80,-1.3473006847006557,-1.586983208354394,-0.7173805883750057,0,2,0,0,0,0.0,Low,1.0,0.0,-0.38078755576518436,0,0,0,0.0
81,0.051034038374759706,-0.2478698775347217,-1.1968519804302653,0,1,0,1,0,0.2,Low,0.0,1.0,-1.1029941864323036,0,0,1,0.0
82,0.051034038374759706,-1.3637976532177818,0.23687298896724693,0,1,0,0,0,0.0,Low,1.0,0.0,0.7355009582044004,0,0,0,0.0
83,-0.052546311482678465,-0.6942409878079457,1.5896243969115296,0,1,0,0,0,0.0,Low,0.0,1.0,1.786628446155448,0,0,0,0.0
84,-1.5026712094868129,0.1985012327385024,-0.05572221407917124,0,1,0,0,0,0.0,Low,1.0,0.0,-0.16108386429163307,0,0,0,0.0
85,0.36177508794707425,-0.024684322398109648,-0.18296638207710436,0,1,0,0,0,0.0,Low,1.0,0.0,-0.21866760724965248,0,0,0,0.0
86,-0.3114971861262739,1.0912434532849506,-0.6713642159321968,0,1,0,0,1,0.4,Medium,0.0,0.0,-0.7760742150195017,0,0,0,0.0
87,-1.3990908596293747,-0.9174265429445578,0.9955922937194913,0,1,0,0,0,0.0,Low,1.0,0.0,1.3215708144592542,0,0,0,0.0
88,-1.1401399849857792,-0.6942409878079457,1.274487103497179,0,1,0,0,0,0.0,Low,0.0,1.0,1.462405156371722,0,0,0,0.0
89,-0.0007561365539593763,-0.024684322398109648,-1.0886188736072926,0,1,0,0,0,0.0,Low,1.0,0.0,-1.0173225871793103,0,0,0,0.0
90,-0.052546311482678465,1.3144290084215626,0.03608454493809666,0,1,0,0,0,0.0,Low,0.0,1.0,-0.31055412283464817,0,0,0,0.0
91,0.7243063124481078,1.9839856738313988,0.9354235562712511,0,1,0,1,0,0.2,Low,1.0,0.0,0.14483680466312338,0,0,1,0.0
92,-0.5704480607698693,-0.6942409878079457,-0.5526933868147993,0,1,0,0,0,0.0,Low,1.0,0.0,-0.41745635788793545,0,0,0,0.0
93,1.4493687614501751,-0.4710554326713337,-1.1391408393003337,0,1,0,0,0,0.0,Low,0.0,1.0,-1.0359408410603217,0,0,0,0.0
94,0.1546143882321979,-0.024684322398109648,-0.9102030305448118,0,2,0,0,0,0.0,Low,0.0,1.0,-0.8599855258971808,0,0,0,0.0
95,0.5171456127332315,-0.024684322398109648,1.9212021622483564,0,1,0,0,0,0.0,Low,0.0,1.0,1.6369058077778837,0,0,0,0.0
96,0.051034038374759706,-0.4710554326713337,1.2097845245651628,0,1,0,0,0,0.0,Low,0.0,1.0,1.2535163586384512,0,0,0,0.0
97,1.6047392862363323,-1.1406120980811698,1.4407844543693804,0,1,0,0,0,0.0,Low,0.0,1.0,2.0012163977536335,0,0,0,0.0
98,0.6725161375193888,0.6448723430117265,-1.0288597355454374,0,1,0,0,0,0.0,Low,1.0,0.0,-1.0075777658271408,0,0,0,0.0
99,-1.606251559344251,0.42168678787511443,0.919774034888,0,1,0,0,0,0.0,Low,1.0,0.0,0.5744820701873914,0,0,0,0.0
100,-1.7098319092016891,0.1985012327385024,2.066214469145324,0,1,0,0,0,0.0,Low,1.0,0.0,1.6251020180135365,0,0,0,0.0
101,-1.5026712094868129,-0.024684322398109648,-0.7120557963520042,0,1,0,0,0,0.0,Low,1.0,0.0,-0.6852482212164493,0,0,0,0.0
102,-1.036559635128341,-0.024684322398109648,-0.35282301037582153,0,1,0,0,0,0.0,Low,1.0,0.0,-0.36845667461656917,0,0,0,0.0
103,-0.363287361054993,0.6448723430117265,0.08212916561444927,0,1,0,0,0,0.0,Low,1.0,0.0,-0.1503121772056112,0,0,0,0.0
104,-1.2955105097719366,0.6448723430117265,0.2675364464790144,0,1,0,0,0,0.0,Low,1.0,0.0,-0.007247488081228568,0,0,0,0.0
105,-0.984769460199622,2.4303567841046227,-0.5139791827430562,0,2,0,0,0,0.0,Low,1.0,0.0,-0.7847768816996146,0,0,0,0.0
106,0.4135652628757933,-0.2478698775347217,1.1075400432534706,0,1,0,0,0,0.0,Low,1.0,0.0,1.0307545657313661,0,0,0,0.0
107,0.879676837234265,-0.024684322398109648,0.4700480327543353,0,1,0,0,0,0.0,Low,1.0,0.0,0.3571969978261856,0,0,0,0.0
108,1.5011589363788942,2.207171228968011,-0.8278311815311648,0,2,0,0,0,0.0,Low,1.0,0.0,-0.9553813046314078,0,0,0,0.0
109,0.9314670121629842,-0.4710554326713337,0.9946036055454592,0,2,0,0,0,0.0,Low,0.0,1.0,1.0437832134878804,0,0,0,0.0
110,-1.554461384415532,1.3144290084215626,-0.2919198188554433,0,1,0,0,0,0.0,Low,1.0,0.0,-0.5355283507134418,0,0,0,0.0
111,-0.5704480607698693,-0.4710554326713337,0.5280134079861609,0,1,0,0,0,0.0,Low,1.0,0.0,0.5890057635338867,0,0,0,0.0
112,-0.984769460199622,-0.2478698775347217,-0.7819701743728465,0,1,0,0,0,0.0,Low,1.0,0.0,-0.7188349258238216,0,0,0,0.0
113,0.4653554378045124,-0.024684322398109648,-0.7496400710819966,0,1,0,0,0,0.0,Low,1.0,0.0,-0.7183921350916669,0,0,0,0.0
114,-0.2597070111975548,-1.3637976532177818,-1.1622055219888257,0,1,0,1,0,0.2,Low,1.0,0.0,-0.991798908745227,0,0,1,0.0
115,0.1028242133034788,-0.2478698775347217,1.3348959509305411,0,3,0,0,0,0.0,Low,1.0,0.0,1.2412744682987633,0,0,0,0.0
116,-1.08834981005706,-0.4710554326713337,0.8358202847959015,0,1,0,0,0,0.0,Low,1.0,0.0,0.8890198385103475,0,0,0,0.0
117,-0.10433648641139755,-1.1406120980811698,0.08851326639534232,0,3,0,0,0,0.0,Low,1.0,0.0,0.43604924614092916,0,0,0,0.0
118,1.2939982366640177,-0.024684322398109648,-1.0440290369584444,0,1,0,0,0,0.0,Low,1.0,0.0,-0.9780007772942817,0,0,0,0.0
119,-0.3114971861262739,1.3144290084215626,1.6499767478778042,0,2,0,0,1,0.4,Medium,0.0,0.0,0.796395028806843,0,0,0,0.0
120,1.6565294611650514,1.7608001186947866,0.5016013096227315,0,1,0,0,1,0.4,Medium,0.0,0.0,-0.08208903247657441,0,0,0,0.0
121,0.4135652628757933,-0.024684322398109648,-0.5147418850487381,0,1,0,1,0,0.2,Low,1.0,0.0,-0.5112457872304336,0,0,1,0.0
122,0.5689357876619505,-1.586983208354394,0.19492436215474146,0,2,0,0,0,0.0,Low,1.0,0.0,0.8259946793126323,0,0,0,0.0
123,1.4493687614501751,-1.1406120980811698,-0.3150974944781104,0,1,0,0,0,0.0,Low,1.0,0.0,-0.031104317859035707,0,0,0,0.0
124,1.1904178868065796,1.5376145635581746,0.502674742497395,0,1,0,0,0,0.0,Low,1.0,0.0,-0.03758737203868647,0,0,0,0.0
125,-1.4508810345580938,0.6448723430117265,-0.8748644903815496,0,1,0,0,0,0.0,Low,0.0,1.0,-0.8887513541928644,0,0,0,0.0
126,-0.3114971861262739,1.5376145635581746,-1.2672889507716676,0,1,0,0,0,0.0,Low,1.0,0.0,-1.2082270471437817,0,0,0,0.0
127,-0.3114971861262739,0.42168678787511443,0.3781989013867516,0,1,0,0,0,0.0,Low,0.0,1.0,0.13842052244858571,0,0,0,0.0
128,0.5171456127332315,0.42168678787511443,0.5846369921246571,0,1,0,0,0,0.0,Low,1.0,0.0,0.30463885078549335,0,0,0,0.0
129,-0.20791683626883573,1.5376145635581746,-1.1628834795938763,0,2,0,0,1,0.4,Medium,0.0,0.0,-1.139174112711536,0,0,0,0.0
130,1.4493687614501751,0.1985012327385024,-1.3334039413808723,0,1,0,0,0,0.0,Low,1.0,0.0,-1.2365999630649411,0,0,0,0.0
131,1.4493687614501751,1.7608001186947866,0.10092836503783124,0,1,0,0,0,0.0,Low,0.0,1.0,-0.33795288357034997,0,0,0,0.0
132,-1.7098319092016891,-0.9174265429445578,0.4234808197574227,0,1,0,0,0,0.0,Low,1.0,0.0,0.6983403861810584,0,0,0,0.0
133,-0.363287361054993,0.8680578981483386,-0.3498428217369533,0,2,0,0,0,0.0,Low,1.0,0.0,-0.5166170692370283,0,0,0,0.0
134,1.4493687614501751,-0.9174265429445578,-0.8411643477638264,0,1,0,0,0,0.0,Low,1.0,0.0,-0.6793025824451474,0,0,0,0.0
135,-1.606251559344251,1.0912434532849506,2.732321940224303,0,1,0,0,0,0.0,Low,1.0,0.0,1.6482632487363675,0,0,0,0.0
136,-0.363287361054993,1.5376145635581746,0.30675911875454553,0,1,0,0,0,0.0,Low,0.0,1.0,-0.16716438144205215,0,0,0,0.0
137,-1.2955105097719366,-0.024684322398109648,1.3103906083313164,0,1,0,0,0,0.0,Low,0.0,1.0,1.0982580439869574,0,0,0,0.0
138,1.4493687614501751,-0.2478698775347217,-0.9566290023740055,0,1,0,1,0,0.2,Low,0.0,1.0,-0.8805600370338879,0,0,1,0.0
139,0.1546143882321979,-0.024684322398109648,1.5902034856991767,0,1,0,0,0,0.0,Low,1.0,0.0,1.3450126767498036,0,0,0,0.0
140,0.879676837234265,-0.6942409878079457,0.2605308845601582,0,1,0,0,0,0.0,Low,0.0,1.0,0.41921468710478504,0,0,0,0.0
141,0.5171456127332315,0.1985012327385024,2.460743422934453,0,1,0,0,0,0.0,Low,1.0,0.0,1.9572052579405197,0,0,0,0.0
142,-0.5186578858411502,-1.3637976532177818,0.5279569115190734,0,2,0,0,0,0.0,Low,1.0,0.0,1.094872656617065,0,0,0,0.0
143,1.2939982366640177,0.42168678787511443,-0.0723604236364545,0,1,0,0,0,0.0,Low,1.0,0.0,-0.22435757511212495,0,0,0,0.0
144,-0.10433648641139755,-0.024684322398109648,-0.2424995342706095,0,1,0,0,0,0.0,Low,1.0,0.0,-0.2711672678975449,0,0,0,0.0
145,0.9314670121629842,0.42168678787511443,-0.6910673588289797,0,1,0,0,0,0.0,Low,1.0,0.0,-0.7225235488941608,0,0,0,0.0
146,1.4493687614501751,-0.9174265429445578,-0.2330363760334449,0,1,0,0,0,0.0,Low,1.0,0.0,-0.016837532330448376,0,0,0,0.0
147,1.2422080617352986,0.1985012327385024,0.5521091511990006,0,1,0,0,0,0.0,Low,1.0,0.0,0.350571272294402,0,0,0,0.0
148,0.9314670121629842,0.42168678787511443,0.796795350155177,0,1,0,0,0,0.0,Low,0.0,1.0,0.47546298255538155,0,0,0,0.0
149,-1.1401399849857792,0.6448723430117265,-0.7843430259905236,0,1,0,0,0,0.0,Low,1.0,0.0,-0.8189028288178232,0,0,0,0.0
150,0.25819473808963606,0.8680578981483386,-1.0861895255225282,0,1,0,0,0,0.0,Low,1.0,0.0,-1.0620724758568305,0,0,0,0.0
151,-1.65804173427297,-0.9174265429445578,0.16016491077912684,0,1,0,1,0,0.2,Low,1.0,0.0,0.4114968352406939,0,0,1,0.0
152,-1.606251559344251,-0.4710554326713337,-1.1787731109622497,0,1,1,0,0,0.3,Medium,1.0,0.0,-1.0745697354018053,0,0,1,0.0
153,1.1386277118778605,1.0912434532849506,-0.2137145842895031,0,1,0,1,0,0.2,Low,1.0,0.0,-0.4501049286742769,0,0,1,0.0
154,1.2939982366640177,0.1985012327385024,-1.0375178191266043,0,1,0,0,0,0.0,Low,1.0,0.0,-0.9875314500792122,0,0,0,0.0
155,-1.65804173427297,-0.9174265429445578,0.7344514987240661,0,2,0,0,0,0.0,Low,1.0,0.0,1.03709672695529,0,0,0,0.0
156,-1.65804173427297,0.6448723430117265,-0.5183576589423411,0,1,0,0,0,0.0,Low,1.0,0.0,-0.6136621625886485,0,0,0,0.0
157,1.0350473620204224,-0.6942409878079457,-0.4246017718105529,0,1,0,0,0,0.0,Low,1.0,0.0,-0.28567162254154743,0,0,0,0.0
158,-1.7098319092016891,-0.6942409878079457,-1.1075451900816216,0,2,0,0,0,0.0,Low,0.0,1.0,-0.9883055742676362,0,0,0,0.0
159,-0.7776087604847457,-0.6942409878079457,1.131791151750801,0,2,0,1,0,0.2,Low,1.0,0.0,1.3155950139960952,0,0,1,0.0
160,-1.65804173427297,0.6448723430117265,0.03820316245387976,0,1,0,0,0,0.0,Low,1.0,0.0,-0.18420653106992374,0,0,0,0.0
161,0.9832571870917033,-1.586983208354394,0.07715747651074495,0,1,0,0,0,0.0,Low,0.0,1.0,0.6702145474684592,0,0,0,0.0
162,0.5171456127332315,-1.586983208354394,-1.0201169072636391,0,2,0,0,0,0.0,Low,1.0,0.0,-0.7812422626430939,0,0,0,0.0
163,-0.10433648641139755,-1.586983208354394,-1.2036456805975433,0,2,0,0,0,0.0,Low,1.0,0.0,-1.0240111560447716,0,0,0,0.0
164,-0.10433648641139755,1.3144290084215626,-0.7882695304531083,0,2,0,0,0,0.0,Low,0.0,1.0,-0.8759686175229224,0,0,0,0.0
165,1.0868375369491414,-0.024684322398109648,-0.5363517837097256,0,1,0,0,0,0.0,Low,1.0,0.0,-0.5303026035510208,0,0,0,0.0
166,1.1386277118778605,0.1985012327385024,-0.8044133959233756,0,1,0,0,0,0.0,Low,1.0,0.0,-0.7913107837793185,0,0,0,0.0
167,-0.8811891103421838,0.42168678787511443,2.47262180513961,0,1,0,0,0,0.0,Low,1.0,0.0,1.8247928031064267,0,0,0,0.0
168,0.20640456316091696,-2.479725428900842,1.1779628894781007,0,3,0,0,0,0.0,Low,1.0,0.0,3.500181664120878,0,0,0,0.0
169,-0.5186578858411502,-1.3637976532177818,-0.19043803984943272,0,2,0,0,0,0.0,Low,1.0,0.0,0.20794351418592583,0,0,0,0.0
170,-1.1919301599144982,0.1985012327385024,-0.7453463395833427,0,2,0,0,0,0.0,Low,1.0,0.0,-0.7415898175610591,0,0,0,0.0
171,-0.9329792852709029,1.7608001186947866,-0.9468127412175438,0,1,0,0,0,0.0,Low,1.0,0.0,-1.0070249485022222,0,0,0,0.0
172,1.2939982366640177,0.42168678787511443,-0.2317510814072032,0,1,0,0,0,0.0,Low,1.0,0.0,-0.3526945917570349,0,0,0,0.0
173,-1.606251559344251,0.8680578981483386,0.11205816905407863,0,1,0,0,0,0.0,Low,1.0,0.0,-0.1744597791252511,0,0,0,0.0
174,-0.7258185855560266,1.3144290084215626,-0.5740349272571211,0,2,0,0,0,0.0,Low,1.0,0.0,-0.7290276930745073,0,0,0,0.0
175,1.2939982366640177,1.3144290084215626,0.2750363524848865,0,1,0,0,0,0.0,Low,1.0,0.0,-0.14665996672848503,0,0,0,0.0
176,0.1028242133034788,-0.6942409878079457,-0.6267602551665765,0,3,0,0,0,0.0,Low,1.0,0.0,-0.49365871229927716,0,0,0,0.0
177,-0.7776087604847457,0.8680578981483386,-0.9520245403063703,0,1,0,0,0,0.0,Low,1.0,0.0,-0.962688563103512,0,0,0,0.0
178,1.7083196360937705,-0.9174265429445578,0.27804478935729865,0,1,0,0,0,0.0,Low,0.0,1.0,0.5399094445926372,0,0,0,0.0
179,-0.7776087604847457,0.1985012327385024,-1.2126144947476918,0,3,0,0,0,0.0,Low,1.0,0.0,-1.134922846111676,0,0,0,0.0
180,-0.7258185855560266,-0.024684322398109648,-1.0878702954183825,0,1,0,0,0,0.0,Low,1.0,0.0,-1.0166624490976168,0,0,0,0.0
181,0.9314670121629842,1.5376145635581746,-0.8737769333901142,0,1,0,0,0,0.0,Low,1.0,0.0,-0.9479613807183493,0,0,0,0.0
182,-0.052546311482678465,-0.2478698775347217,-0.6777624408298617,0,2,0,0,0,0.0,Low,1.0,0.0,-0.6223439125205814,0,0,0,0.0
183,0.3099849130183551,-0.024684322398109648,0.5565441238653731,0,1,0,0,0,0.0,Low,0.0,1.0,0.43347408485054917,0,0,0,0.0
